# uptime_s cap_pct v_uV cur_uA temp_dC bl_power status
61187.63 67 3785106 -148468 227 4 Discharging
61197.72 67 3779267 -191955 228 4 Discharging
61207.79 67 3773038 -228576 227 4 Discharging
61217.88 67 3790750 -168914 227 4 Discharging
61227.96 67 3812355 -80413 227 4 Discharging
61238.04 67 3813133 -77819 227 4 Discharging
61248.12 67 3812550 -56152 227 4 Discharging
61258.21 67 3790945 -118560 227 4 Discharging
61268.31 67 3786079 -139160 227 4 Discharging
61278.40 67 3779267 -162963 227 4 Discharging
61288.47 67 3809046 -56915 227 4 Discharging
61298.54 67 3812550 -74005 227 4 Discharging
61308.63 67 3812939 -55542 227 4 Discharging
61318.70 67 3812744 -56152 227 4 Discharging
61328.78 67 3790361 -135345 227 4 Discharging
61338.89 67 3809435 -56610 227 4 Discharging
61348.96 67 3782186 -141296 227 4 Discharging
61359.03 67 3810214 -57373 227 4 Discharging
61369.11 67 3788804 -215149 227 4 Discharging
61379.19 67 3793475 -158844 227 4 Discharging
61389.28 67 3808268 -72784 227 4 Discharging
61399.35 67 3796784 -117797 227 4 Discharging
61409.43 67 3808073 -88043 227 4 Discharging
61419.51 67 3793280 -122680 227 4 Discharging
61429.58 67 3789972 -137176 227 4 Discharging
61439.66 67 3811576 -56915 227 4 Discharging
61449.74 67 3811771 -60424 227 4 Discharging
61459.81 67 3810603 -56152 227 4 Discharging
61469.88 67 3807684 -72479 227 4 Discharging
61479.97 67 3794448 -106659 227 4 Discharging
61490.05 67 3791918 -138549 227 4 Discharging
61500.12 67 3803402 -58441 227 4 Discharging
61510.22 67 3781213 -148010 227 4 Discharging
61520.29 67 3797952 -93536 227 4 Discharging
61530.36 67 3806710 -89111 227 4 Discharging
61540.45 67 3812355 -56152 227 4 Discharging
61550.53 67 3812355 -55694 227 4 Discharging
61560.60 67 3810992 -56610 227 4 Discharging
61570.73 67 3811771 -55236 227 4 Discharging
61580.82 67 3804764 -55999 227 4 Discharging
61590.90 67 3770508 -191803 227 4 Discharging
61600.99 67 3810019 -56915 226 4 Discharging
61611.08 67 3768951 -245361 227 4 Discharging
61621.15 67 3809241 -56152 226 4 Discharging
61631.23 67 3796784 -151062 226 4 Discharging
61641.31 67 3808073 -55999 226 4 Discharging
61651.40 67 3785106 -134582 226 4 Discharging
61661.47 67 3784327 -201873 227 4 Discharging
61671.56 67 3778488 -152282 226 4 Discharging
61681.64 67 3784133 -211181 226 4 Discharging
61691.72 67 3787247 -177002 226 4 Discharging
61701.81 67 3781408 -146179 226 4 Discharging
61711.89 67 3774206 -192871 226 4 Discharging
61721.96 67 3784133 -134277 226 4 Discharging
61732.05 67 3810214 -56610 226 4 Discharging
61742.13 67 3810214 -56457 226 4 Discharging
61752.22 67 3810214 -56457 226 4 Discharging
61762.30 67 3808657 -60272 226 4 Discharging
61772.37 67 3796784 -124511 226 4 Discharging
61782.46 67 3809630 -56457 226 4 Discharging
61792.54 67 3806710 -56915 226 4 Discharging
61802.63 67 3780824 -133514 226 4 Discharging
61812.70 67 3807684 -81024 226 4 Discharging
61822.79 67 3806516 -57067 226 4 Discharging
61832.87 67 3805543 -59967 226 4 Discharging
61842.95 67 3771481 -239105 226 4 Discharging
61853.03 66 3784522 -168151 226 4 Discharging
61863.10 66 3761749 -210876 226 4 Discharging
61873.18 66 3774985 -138549 226 4 Discharging
61883.25 66 3809241 -56915 226 4 Discharging
61893.32 66 3807294 -59356 226 4 Discharging
61903.43 66 3807489 -56915 226 4 Discharging
61913.51 66 3807878 -56915 226 4 Discharging
61923.58 66 3806127 -56610 226 4 Discharging
61933.66 66 3775763 -136261 226 4 Discharging
61943.75 66 3800871 -58593 226 4 Discharging
61953.83 66 3777904 -186309 226 4 Discharging
61963.91 66 3805932 -57678 226 4 Discharging
61973.99 66 3782965 -139770 226 4 Discharging
61984.05 66 3805543 -56915 226 4 Discharging
61994.13 66 3804764 -55694 226 4 Discharging
62004.22 66 3787247 -130310 226 4 Discharging
62014.31 66 3777710 -192566 226 4 Discharging
62024.40 66 3780824 -134887 226 4 Discharging
62034.47 66 3763696 -167389 226 4 Discharging
62044.56 66 3803596 -56304 226 4 Discharging
62054.64 66 3788998 -121460 226 4 Discharging
62064.72 66 3805737 -56304 226 4 Discharging
62074.80 66 3805543 -61187 226 4 Discharging
62084.89 66 3805932 -55999 226 4 Discharging
62094.98 66 3804375 -71716 226 4 Discharging
62105.07 66 3778488 -137024 226 4 Discharging
62115.16 66 3776152 -165405 226 4 Discharging
62125.23 66 3804764 -56152 226 4 Discharging
62135.33 66 3794448 -103607 226 4 Discharging
62145.41 66 3790556 -152740 226 4 Discharging
62155.48 66 3803012 -56152 226 4 Discharging
62165.56 66 3779072 -180206 226 4 Discharging
62175.65 66 3771481 -194244 226 4 Discharging
62185.73 66 3806516 -55694 226 4 Discharging
62195.80 66 3804959 -55542 225 4 Discharging
62205.88 66 3805348 -62561 225 4 Discharging
62215.97 66 3784522 -176849 225 4 Discharging
62226.05 66 3803207 -63324 225 4 Discharging
62236.13 66 3791723 -138244 225 4 Discharging
62246.22 66 3798536 -57220 225 4 Discharging
62256.29 66 3760387 -211334 226 4 Discharging
62266.37 66 3803207 -56457 225 4 Discharging
62276.45 66 3796784 -57525 225 4 Discharging
62286.53 66 3802623 -55694 225 4 Discharging
62296.61 66 3798925 -108795 225 4 Discharging
62306.69 66 3788025 -145416 225 4 Discharging
62316.79 66 3794838 -55999 225 4 Discharging
62326.86 66 3761749 -262298 226 4 Discharging
62336.94 66 3769146 -223846 225 4 Discharging
62347.01 66 3761944 -152435 226 4 Discharging
62357.10 66 3770313 -164947 226 4 Discharging
62367.18 66 3801845 -56915 226 4 Discharging
62377.26 66 3785300 -146026 226 4 Discharging
62387.34 66 3774011 -134735 226 4 Discharging
62397.42 66 3735473 -295868 226 4 Discharging
62407.49 66 3790166 -72326 226 4 Discharging
62417.58 66 3800287 -110473 225 4 Discharging
62427.66 66 3801066 -57220 226 4 Discharging
62437.74 66 3801261 -56610 225 4 Discharging
62447.82 66 3791529 -60882 226 4 Discharging
62457.91 66 3765642 -183410 226 4 Discharging
62467.99 66 3735668 -333404 225 4 Discharging
62478.06 66 3798341 -74920 225 4 Discharging
62488.15 66 3801650 -62408 225 4 Discharging
62498.23 66 3770119 -206298 226 4 Discharging
62508.30 66 3780240 -155639 225 4 Discharging
62518.39 66 3801455 -56457 226 4 Discharging
62528.46 66 3792697 -66223 225 4 Discharging
62538.56 66 3762528 -211944 226 4 Discharging
62548.64 66 3798730 -62255 226 4 Discharging
62558.72 66 3798925 -56304 225 4 Discharging
62568.79 66 3801650 -57220 225 4 Discharging
62578.87 66 3792697 -129242 225 4 Discharging
62588.96 66 3799898 -56915 225 4 Discharging
62599.05 66 3797563 -56457 225 4 Discharging
62609.12 66 3755521 -262603 226 4 Discharging
62619.19 66 3796200 -108184 225 4 Discharging
62629.25 66 3766810 -194854 225 4 Discharging
62639.34 66 3799898 -55694 226 4 Discharging
62649.43 66 3750460 -275421 226 4 Discharging
62659.48 66 3767588 -213165 225 4 Discharging
62669.55 66 3778099 -155944 226 4 Discharging
62679.62 66 3771676 -268707 226 4 Discharging
62689.70 66 3801261 -56610 226 4 Discharging
62699.78 66 3790556 -71563 225 4 Discharging
62709.86 66 3801845 -56152 226 4 Discharging
62719.94 66 3800871 -109100 225 4 Discharging
62730.03 66 3799509 -56152 226 4 Discharging
62740.11 66 3781602 -161590 226 4 Discharging
62750.20 66 3792113 -56915 226 4 Discharging
62760.28 66 3772649 -139770 226 4 Discharging
62770.36 66 3800482 -56457 225 4 Discharging
62780.44 66 3790556 -104065 225 4 Discharging
62790.53 66 3759608 -229187 226 4 Discharging
62800.61 66 3797173 -57678 226 4 Discharging
62810.69 66 3789388 -99792 226 4 Discharging
62820.79 66 3760776 -182647 225 4 Discharging
62830.87 66 3772454 -141296 226 4 Discharging
62840.94 66 3779656 -156250 225 4 Discharging
62851.01 66 3798730 -56610 226 4 Discharging
62861.09 66 3783743 -160369 225 4 Discharging
62871.17 66 3797173 -56610 226 4 Discharging
62881.25 66 3783743 -129852 225 4 Discharging
62891.34 66 3770508 -111541 226 4 Discharging
62901.42 66 3764669 -177612 226 4 Discharging
62911.50 66 3771676 -135803 226 4 Discharging
62921.58 66 3788998 -55847 226 4 Discharging
62931.66 65 3768951 -135803 226 4 Discharging
62941.74 65 3760776 -188598 225 4 Discharging
62951.81 65 3781602 -167236 226 4 Discharging
62961.89 65 3793864 -56457 225 4 Discharging
62971.96 65 3756105 -216217 226 4 Discharging
62982.03 65 3751434 -245666 226 4 Discharging
62992.09 65 3798146 -57830 226 4 Discharging
63002.17 65 3776931 -156860 225 4 Discharging
63012.24 65 3797563 -57067 225 4 Discharging
63022.30 65 3782965 -120086 225 4 Discharging
63032.39 65 3764863 -148162 225 4 Discharging
63042.45 65 3792891 -56915 225 4 Discharging
63052.55 65 3763112 -148773 225 4 Discharging
63062.62 65 3788804 -204315 225 4 Discharging
63072.69 65 3794838 -56762 225 4 Discharging
63082.76 65 3781797 -142059 225 4 Discharging
63092.85 65 3792307 -81787 226 4 Discharging
63102.94 65 3785690 -102844 225 4 Discharging
63113.01 65 3731970 -305328 225 4 Discharging
63123.10 65 3786274 -57220 225 4 Discharging
63133.17 65 3767004 -172729 225 4 Discharging
63143.25 65 3759414 -192260 225 4 Discharging
63153.34 65 3755910 -189361 225 4 Discharging
63163.42 65 3758246 -187378 225 4 Discharging
63173.50 65 3790556 -64392 225 4 Discharging
63183.58 65 3784911 -105743 225 4 Discharging
63193.68 65 3785884 -64239 225 4 Discharging
63203.75 65 3768367 -168762 225 4 Discharging
63213.81 65 3795811 -56457 225 4 Discharging
63223.89 65 3785106 -141449 225 4 Discharging
63233.97 65 3792113 -57067 225 4 Discharging
63244.03 65 3767978 -187378 226 4 Discharging
63254.10 65 3793864 -57678 225 4 Discharging
63264.16 65 3774401 -151672 225 4 Discharging
63274.22 65 3757467 -174865 225 4 Discharging
63284.29 65 3771676 -164947 225 4 Discharging
63294.37 65 3758830 -185699 225 4 Discharging
63304.45 65 3771870 -170440 225 4 Discharging
63314.53 65 3757857 -162963 225 4 Discharging
63324.62 65 3775958 -164337 225 4 Discharging
63334.70 65 3767199 -152740 225 4 Discharging
63344.79 65 3703747 -331268 225 4 Discharging
63354.87 65 3777126 -153503 225 4 Discharging
63364.94 65 3794448 -56915 225 4 Discharging
63375.02 65 3793864 -57220 225 4 Discharging
63385.10 65 3783354 -113525 225 4 Discharging
63395.19 65 3793475 -56610 225 4 Discharging
63405.27 65 3758440 -136871 225 4 Discharging
63415.36 65 3765253 -161590 226 4 Discharging
63425.44 65 3779461 -142822 225 4 Discharging
63435.52 65 3779656 -105896 225 4 Discharging
63445.61 65 3778099 -93231 225 4 Discharging
63455.69 65 3789388 -57678 225 4 Discharging
63465.77 65 3767588 -166473 225 4 Discharging
63475.85 65 3762917 -146789 225 4 Discharging
63485.94 65 3791139 -82855 225 4 Discharging
63496.02 65 3781602 -102081 225 4 Discharging
63506.09 65 3766421 -133056 225 4 Discharging
63516.17 65 3788415 -57373 225 4 Discharging
63526.26 65 3759414 -164947 225 4 Discharging
63536.32 65 3765058 -135650 225 4 Discharging
63546.40 65 3763501 -139312 225 4 Discharging
63556.48 65 3752991 -168457 225 4 Discharging
63566.57 65 3747930 -247497 225 4 Discharging
63576.64 65 3791723 -56762 225 4 Discharging
63586.73 65 3773233 -118255 225 4 Discharging
63596.80 65 3791723 -56152 225 4 Discharging
63606.88 65 3789777 -57373 225 4 Discharging
63616.96 65 3771092 -139160 225 4 Discharging
63627.03 65 3759608 -157928 225 4 Discharging
63637.11 65 3766031 -218963 225 4 Discharging
63647.18 65 3792307 -56610 225 4 Discharging
63657.26 65 3782965 -133972 225 4 Discharging
63667.36 65 3792113 -55999 225 4 Discharging
63677.44 65 3790945 -61340 225 4 Discharging
63687.50 65 3774206 -96893 225 4 Discharging
63697.58 65 3786274 -56457 225 4 Discharging
63707.66 65 3757078 -224304 225 4 Discharging
63717.74 65 3789777 -56915 225 4 Discharging
63727.81 65 3790361 -57067 225 4 Discharging
63737.88 65 3787441 -57830 225 4 Discharging
63747.96 65 3788025 -130157 225 4 Discharging
63758.03 65 3769340 -102996 225 4 Discharging
63768.13 65 3784133 -63934 225 4 Discharging
63778.21 65 3741118 -176086 225 4 Discharging
63788.28 65 3757273 -162353 225 4 Discharging
63798.36 65 3769729 -175476 225 4 Discharging
63808.44 65 3789972 -56304 224 4 Discharging
63818.52 65 3778877 -115966 224 4 Discharging
63828.59 65 3786079 -56762 225 4 Discharging
63838.69 65 3745789 -211486 225 4 Discharging
63848.76 65 3789388 -61035 225 4 Discharging
63858.83 65 3789193 -70037 225 4 Discharging
63868.92 65 3789193 -56762 224 4 Discharging
63879.00 65 3788220 -57525 225 4 Discharging
63889.08 65 3786468 -57373 225 4 Discharging
63899.16 65 3786079 -57067 224 4 Discharging
63909.24 65 3767004 -156860 225 4 Discharging
63919.32 65 3758635 -140686 225 4 Discharging
63929.40 65 3785495 -56762 224 4 Discharging
63939.48 65 3769729 -168304 224 4 Discharging
63949.55 65 3789193 -57067 225 4 Discharging
63959.63 65 3781018 -185852 224 4 Discharging
63969.72 65 3788025 -56304 224 4 Discharging
63979.80 65 3770508 -162353 224 4 Discharging
63989.88 65 3736836 -180969 225 4 Discharging
63999.96 65 3788220 -88958 224 4 Discharging
64010.04 65 3786663 -56457 225 4 Discharging
64020.12 64 3788415 -55999 225 4 Discharging
64030.20 64 3785106 -56610 225 4 Discharging
64040.29 64 3785884 -57067 224 4 Discharging
64050.37 64 3751434 -140991 224 4 Discharging
64060.45 64 3750460 -181579 225 4 Discharging
64070.53 64 3771092 -117034 225 4 Discharging
64080.61 64 3787052 -55542 225 4 Discharging
64090.70 64 3756494 -242767 224 4 Discharging
64100.78 64 3753964 -176239 225 4 Discharging
64110.85 64 3786857 -57373 225 4 Discharging
64120.93 64 3766226 -140228 225 4 Discharging
64131.03 64 3737614 -261383 225 4 Discharging
64141.11 64 3786857 -60882 224 4 Discharging
64151.18 64 3787247 -57373 225 4 Discharging
64161.26 64 3753380 -168151 225 4 Discharging
64171.36 64 3756299 -182647 225 4 Discharging
64181.44 64 3783159 -56915 225 4 Discharging
64191.53 64 3742480 -204620 225 4 Discharging
64201.63 64 3740534 -238342 225 4 Discharging
64211.71 64 3785106 -56610 224 4 Discharging
64221.78 64 3764474 -140533 225 4 Discharging
64231.87 64 3782575 -56457 224 4 Discharging
64241.94 64 3783743 -57220 224 4 Discharging
64252.03 64 3762333 -193786 225 4 Discharging
64262.12 64 3761555 -136413 225 4 Discharging
64272.21 64 3748125 -172424 225 4 Discharging
64282.29 64 3784911 -56915 225 4 Discharging
64292.36 64 3786274 -57067 225 4 Discharging
64302.44 64 3757857 -161590 224 4 Discharging
64312.51 64 3785690 -56152 225 4 Discharging
64322.59 64 3777515 -59356 225 4 Discharging
64332.68 64 3763696 -112304 225 4 Discharging
64342.76 64 3783743 -56152 225 4 Discharging
64352.86 64 3779267 -110626 225 4 Discharging
64362.95 64 3750850 -152893 225 4 Discharging
64373.02 64 3756299 -173950 225 4 Discharging
64383.10 64 3782575 -64544 225 4 Discharging
64393.18 64 3780434 -56457 225 4 Discharging
64403.28 64 3732554 -321655 225 4 Discharging
64413.35 64 3760581 -193481 225 4 Discharging
64423.42 64 3781602 -66986 225 4 Discharging
64433.51 64 3756883 -144348 225 4 Discharging
64443.59 64 3753964 -135803 224 4 Discharging
64453.66 64 3785106 -56610 224 4 Discharging
64463.74 64 3782186 -67138 224 4 Discharging
64473.81 64 3774985 -107269 224 4 Discharging
64483.87 64 3753185 -163879 225 4 Discharging
64493.95 64 3782186 -135650 224 4 Discharging
64504.05 64 3774595 -57067 225 4 Discharging
64514.12 64 3753769 -141601 224 4 Discharging
64524.20 64 3781797 -56457 224 4 Discharging
64534.27 64 3781602 -57983 224 4 Discharging
64544.35 64 3782770 -56304 224 4 Discharging
64554.44 64 3780240 -68969 224 4 Discharging
64564.52 64 3779267 -57373 225 4 Discharging
64574.62 64 3770119 -168457 224 4 Discharging
64584.70 64 3756299 -218200 224 4 Discharging
64594.77 64 3736836 -312042 224 4 Discharging
64604.86 64 3783354 -56762 224 4 Discharging
64614.93 64 3782965 -58441 224 4 Discharging
64625.00 64 3781408 -55694 224 4 Discharging
64635.09 64 3782575 -56762 224 4 Discharging
64645.18 64 3781408 -57373 224 4 Discharging
64655.26 64 3766810 -167999 224 4 Discharging
64665.33 64 3752601 -144653 224 4 Discharging
64675.43 64 3746762 -164337 224 4 Discharging
64685.51 64 3779072 -55847 224 4 Discharging
64695.58 64 3751823 -138244 225 4 Discharging
64705.68 64 3778877 -56304 225 4 Discharging
64715.76 64 3778099 -56915 224 4 Discharging
64725.84 64 3755716 -251617 224 4 Discharging
64735.92 64 3740923 -189972 224 4 Discharging
64746.01 64 3746957 -170440 224 4 Discharging
64756.08 64 3781992 -56457 224 4 Discharging
64766.17 64 3781992 -56610 224 4 Discharging
64776.25 64 3780045 -68359 224 4 Discharging
64786.33 64 3781408 -56610 224 4 Discharging
64796.42 64 3755910 -122375 224 4 Discharging
64806.51 64 3776347 -66833 224 4 Discharging
64816.59 64 3750655 -149536 224 4 Discharging
64826.66 64 3766421 -111084 224 4 Discharging
64836.74 64 3779656 -56610 224 4 Discharging
64846.82 64 3778877 -56915 224 4 Discharging
64856.90 64 3781018 -55389 224 4 Discharging
64866.98 64 3757662 -137634 224 4 Discharging
64877.09 64 3751434 -160980 224 4 Discharging
64887.16 64 3749293 -152435 224 4 Discharging
64897.23 64 3781797 -57373 224 4 Discharging
64907.32 64 3779072 -59051 224 4 Discharging
64917.41 64 3780240 -56915 224 4 Discharging
64927.48 64 3779656 -56457 224 4 Discharging
64937.53 64 3780045 -55694 224 4 Discharging
64947.61 64 3778293 -56152 224 4 Discharging
64957.68 64 3722238 -221252 224 4 Discharging
64967.77 64 3778683 -57220 224 4 Discharging
64977.84 64 3775374 -101776 224 4 Discharging
64987.91 64 3777320 -56152 224 4 Discharging
64997.99 64 3774011 -72326 223 4 Discharging
65008.08 64 3776542 -55999 224 4 Discharging
65018.16 64 3773622 -56762 224 4 Discharging
65028.25 64 3747346 -228271 224 4 Discharging
65038.34 64 3750071 -165100 224 4 Discharging
65048.41 64 3732554 -281982 223 4 Discharging
65058.48 64 3780240 -56610 223 4 Discharging
65068.56 64 3768756 -64239 224 4 Discharging
65078.64 64 3779072 -56457 223 4 Discharging
65088.72 64 3745789 -173034 224 4 Discharging
65098.81 64 3776347 -57830 223 4 Discharging
65108.87 63 3751044 -145721 224 4 Discharging
65118.95 63 3762917 -294037 224 4 Discharging
65129.03 63 3777710 -56762 224 4 Discharging
65139.11 63 3774595 -100250 223 4 Discharging
65149.19 63 3776542 -56457 224 4 Discharging
65159.27 63 3776736 -56304 223 4 Discharging
65169.37 63 3776736 -58593 224 4 Discharging
65179.43 63 3756105 -96740 223 4 Discharging
65189.51 63 3771092 -57220 223 4 Discharging
65199.60 63 3750266 -138092 223 4 Discharging
65209.67 63 3749682 -325927 224 4 Discharging
65219.74 63 3750071 -148925 223 4 Discharging
65229.83 63 3776736 -55694 223 4 Discharging
65239.92 63 3773817 -57678 223 4 Discharging
65250.00 63 3771092 -68206 223 4 Discharging
65260.08 63 3773428 -57830 223 4 Discharging
65270.17 63 3750266 -136566 223 4 Discharging
65280.24 63 3728272 -296783 223 4 Discharging
65290.33 63 3774790 -57525 223 4 Discharging
65300.42 63 3777126 -55694 223 4 Discharging
65310.50 63 3748903 -134887 223 4 Discharging
65320.58 63 3770703 -57067 223 4 Discharging
65330.65 63 3749682 -132598 224 4 Discharging
65340.75 63 3736057 -141296 224 4 Discharging
65350.83 63 3704137 -365448 223 4 Discharging
65360.90 63 3737614 -160522 223 4 Discharging
65370.99 63 3776347 -65918 223 4 Discharging
65381.06 63 3775763 -56762 223 4 Discharging
65391.13 63 3770897 -56457 223 4 Discharging
65401.22 63 3776347 -56304 223 4 Discharging
65411.30 63 3774595 -56304 223 4 Discharging
65421.37 63 3748709 -140380 223 4 Discharging
65431.44 63 3776931 -56304 223 4 Discharging
65441.53 63 3756299 -140991 223 4 Discharging
65451.62 63 3775958 -56152 223 4 Discharging
65461.71 63 3776152 -59814 223 4 Discharging
65471.80 63 3775374 -56915 223 4 Discharging
65481.88 63 3773233 -56762 223 4 Discharging
65491.96 63 3741896 -133667 223 4 Discharging
65502.04 63 3731775 -235443 223 4 Discharging
65512.12 63 3753380 -148620 223 4 Discharging
65522.20 63 3772260 -56304 223 4 Discharging
65532.27 63 3739950 -193328 223 4 Discharging
65542.35 63 3737420 -249328 223 4 Discharging
65552.43 63 3772454 -84686 223 4 Discharging
65562.50 63 3738977 -170593 223 4 Discharging
65572.58 63 3775958 -57220 223 4 Discharging
65582.66 63 3765253 -77209 223 4 Discharging
65592.74 63 3769535 -86364 223 4 Discharging
65602.81 63 3757078 -160217 223 4 Discharging
65612.90 63 3774401 -56762 222 4 Discharging
65622.97 63 3748709 -134277 223 4 Discharging
65633.05 63 3754742 -148773 223 4 Discharging
65643.16 63 3745789 -146179 223 4 Discharging
65653.23 63 3774206 -55694 223 4 Discharging
65663.31 63 3772260 -75988 222 4 Discharging
65673.42 63 3763890 -172882 222 4 Discharging
65683.50 63 3770313 -67901 222 4 Discharging
65693.57 63 3772844 -55389 222 4 Discharging
65703.64 63 3744232 -190735 222 4 Discharging
65713.74 63 3737809 -167389 222 4 Discharging
65723.81 63 3749682 -165710 222 4 Discharging
65733.88 63 3773622 -57220 222 4 Discharging
65743.96 63 3773622 -56304 222 4 Discharging
65754.03 63 3774401 -59661 222 4 Discharging
65764.11 63 3752991 -109558 222 4 Discharging
65774.21 63 3768951 -57678 222 4 Discharging
65784.28 63 3733722 -216674 223 4 Discharging
65794.35 63 3764085 -104370 222 4 Discharging
65804.45 63 3771287 -57373 222 4 Discharging
65814.53 63 3771676 -80871 222 4 Discharging
65824.62 63 3771481 -56610 222 4 Discharging
65834.70 63 3757273 -148010 222 4 Discharging
65844.78 63 3770119 -56762 222 4 Discharging
65854.86 63 3726909 -216827 222 4 Discharging
65864.94 63 3740145 -285644 222 4 Discharging
65875.01 63 3724184 -199432 222 4 Discharging
65885.09 63 3740729 -205078 222 4 Discharging
65895.17 63 3758635 -160980 222 4 Discharging
65905.27 63 3742091 -148162 222 4 Discharging
65915.35 63 3765642 -58288 222 4 Discharging
65925.43 63 3749293 -122070 222 4 Discharging
65935.52 63 3725158 -278015 222 4 Discharging
65945.59 63 3771676 -57373 222 4 Discharging
65955.68 63 3767004 -61492 222 4 Discharging
65965.76 63 3729634 -214843 222 4 Discharging
65975.85 63 3770703 -56304 222 4 Discharging
65985.93 63 3770313 -55847 222 4 Discharging
65996.01 63 3742870 -190887 222 4 Discharging
66006.12 63 3731970 -192260 222 4 Discharging
66016.20 63 3769729 -56152 222 4 Discharging
66026.28 63 3767978 -57067 222 4 Discharging
66036.36 63 3765058 -58136 222 4 Discharging
66046.44 63 3757078 -77972 223 4 Discharging
66056.51 63 3746957 -98571 222 4 Discharging
66066.60 63 3750266 -134735 222 4 Discharging
66076.70 63 3744037 -149688 222 4 Discharging
66086.78 63 3727493 -166778 222 4 Discharging
66096.86 63 3770897 -56152 222 4 Discharging
66106.94 63 3770897 -56915 222 4 Discharging
66117.02 63 3770119 -56457 222 4 Discharging
66127.09 63 3771092 -56152 223 4 Discharging
66137.17 63 3769340 -56610 222 4 Discharging
66147.25 63 3766421 -55694 222 4 Discharging
66157.38 63 3764669 -56762 222 4 Discharging
66167.45 63 3733916 -196533 222 4 Discharging
66177.54 63 3769729 -57373 222 4 Discharging
66187.63 63 3768562 -56762 222 4 Discharging
66197.71 63 3767588 -56610 222 4 Discharging
66207.78 62 3748319 -177307 222 4 Discharging
66217.88 62 3747735 -104065 222 4 Discharging
66227.95 62 3742480 -170288 222 4 Discharging
66238.01 62 3730023 -166626 222 4 Discharging
66248.10 62 3736252 -162963 222 4 Discharging
66258.17 62 3757467 -107574 222 4 Discharging
66268.24 62 3768172 -56762 222 4 Discharging
66278.32 62 3768951 -55999 222 4 Discharging
66288.38 62 3769340 -56610 222 4 Discharging
66298.45 62 3738782 -146026 222 4 Discharging
66308.54 62 3711533 -217132 222 4 Discharging
66318.61 62 3750850 -151672 222 4 Discharging
66328.69 62 3765447 -57067 222 4 Discharging
66338.78 62 3763501 -99792 222 4 Discharging
66348.86 62 3766810 -56457 222 4 Discharging
66358.94 62 3765253 -56152 222 4 Discharging
66369.03 62 3759024 -56152 222 4 Discharging
66379.12 62 3732359 -148468 222 4 Discharging
66389.18 62 3755132 -103912 222 4 Discharging
66399.27 62 3743453 -161895 222 4 Discharging
66409.34 62 3737614 -231018 222 4 Discharging
66419.43 62 3766615 -56915 221 4 Discharging
66429.51 62 3757662 -103912 222 4 Discharging
66439.60 62 3746957 -164489 222 4 Discharging
66449.69 62 3731775 -168151 222 4 Discharging
66459.76 62 3764474 -57678 222 4 Discharging
66469.84 62 3767394 -58288 221 4 Discharging
66479.91 62 3748319 -140075 221 4 Discharging
66489.99 62 3766810 -57678 222 4 Discharging
66500.07 62 3761749 -101471 222 4 Discharging
66510.17 62 3763306 -56915 221 4 Discharging
66520.25 62 3737420 -141296 221 4 Discharging
66530.32 62 3752601 -120086 222 4 Discharging
66540.40 62 3763112 -56304 222 4 Discharging
66550.48 62 3766421 -233307 221 4 Discharging
66560.57 62 3765058 -57373 221 4 Discharging
66570.65 62 3742870 -157470 221 4 Discharging
66580.74 62 3727493 -202484 221 4 Discharging
66590.82 62 3739171 -137634 221 4 Discharging
66600.90 62 3767004 -68054 221 4 Discharging
66610.99 62 3766810 -55999 221 4 Discharging
66621.07 62 3727882 -128326 221 4 Discharging
66631.15 62 3765642 -55999 221 4 Discharging
66641.25 62 3766226 -56610 221 4 Discharging
66651.33 62 3764669 -57067 221 4 Discharging
66661.42 62 3762528 -56610 221 4 Discharging
66671.50 62 3737225 -138855 221 4 Discharging
66681.59 62 3764474 -69580 221 4 Discharging
66691.68 62 3752407 -113830 221 4 Discharging
66701.77 62 3764085 -57220 221 4 Discharging
66711.86 62 3762722 -57678 221 4 Discharging
66721.94 62 3758246 -89111 221 4 Discharging
66732.01 62 3725547 -194244 221 4 Discharging
66742.13 62 3745789 -135040 221 4 Discharging
66752.20 62 3708029 -180053 221 4 Discharging
66762.26 62 3744816 -139160 221 4 Discharging
66772.34 62 3764669 -57373 221 4 Discharging
66782.42 62 3763696 -55847 221 4 Discharging
66792.49 62 3763696 -56457 221 4 Discharging
66802.58 62 3753185 -104980 221 4 Discharging
66812.66 62 3734889 -135192 221 4 Discharging
66822.75 62 3728077 -163269 221 4 Discharging
66832.84 62 3722043 -239257 221 4 Discharging
66842.92 62 3762139 -57373 221 4 Discharging
66853.00 62 3761555 -61035 221 4 Discharging
66863.08 62 3760971 -57373 221 4 Discharging
66873.16 62 3760581 -57983 221 4 Discharging
66883.24 62 3752212 -56915 221 4 Discharging
66893.32 62 3732359 -108032 221 4 Discharging
66903.41 62 3704915 -270080 221 4 Discharging
66913.49 62 3743259 -179596 221 4 Discharging
66923.58 62 3753185 -102539 221 4 Discharging
66933.65 62 3762139 -60272 221 4 Discharging
66943.74 62 3763501 -57220 221 4 Discharging
66953.82 62 3761165 -57678 221 4 Discharging
66963.91 62 3735473 -136718 221 4 Discharging
66974.01 62 3725158 -225525 221 4 Discharging
66984.09 62 3762528 -56915 221 4 Discharging
66994.17 62 3761360 -57373 221 4 Discharging
67004.28 62 3760581 -55542 221 4 Discharging
67014.35 62 3752601 -104827 221 4 Discharging
67024.44 62 3758635 -56457 221 4 Discharging
67034.52 62 3726520 -167846 221 4 Discharging
67044.60 62 3719902 -288696 221 4 Discharging
