# uptime_s cap_pct v_uV cur_uA temp_dC bl_power status
67054.68 62 3752212 -72784 221 4 Discharging
67064.77 62 3758246 -56610 221 4 Discharging
67074.87 62 3759219 -57067 221 4 Discharging
67084.95 62 3739171 -189056 221 4 Discharging
67095.03 62 3736836 -158996 221 4 Discharging
67105.12 62 3726325 -165710 221 4 Discharging
67115.19 62 3731581 -340271 221 4 Discharging
67125.27 62 3757078 -56915 221 4 Discharging
67135.34 62 3746568 -109100 221 4 Discharging
67145.42 62 3757662 -100402 221 4 Discharging
67155.51 62 3759608 -56610 221 4 Discharging
67165.59 62 3756299 -56610 221 4 Discharging
67175.69 62 3732943 -133972 221 4 Discharging
67185.77 62 3719513 -256500 221 4 Discharging
67195.84 62 3760776 -56762 221 4 Discharging
67205.91 62 3742870 -142822 221 4 Discharging
67216.00 62 3759219 -58593 221 4 Discharging
67226.07 62 3747735 -80108 221 4 Discharging
67236.15 62 3756494 -56152 221 4 Discharging
67246.24 61 3733138 -139923 221 4 Discharging
67256.32 61 3732748 -189361 221 4 Discharging
67266.40 61 3740729 -157775 221 4 Discharging
67276.48 61 3743843 -107727 221 4 Discharging
67286.57 61 3761749 -56915 221 4 Discharging
67296.65 61 3756494 -113525 221 4 Discharging
67306.75 61 3759608 -56304 221 4 Discharging
67316.83 61 3756299 -90332 221 4 Discharging
67326.90 61 3730802 -122070 221 4 Discharging
67337.00 61 3715036 -334167 221 4 Discharging
67347.07 61 3739755 -182037 221 4 Discharging
67357.16 61 3750071 -111999 221 4 Discharging
67367.24 61 3750460 -106353 221 4 Discharging
67377.34 61 3758051 -55694 221 4 Discharging
67387.43 61 3757078 -56762 221 4 Discharging
67397.50 61 3724379 -184173 221 4 Discharging
67407.59 61 3726909 -161895 221 4 Discharging
67417.66 61 3737614 -144806 221 4 Discharging
67427.73 61 3733916 -160675 221 4 Discharging
67437.83 61 3757467 -56457 221 4 Discharging
67447.92 61 3758440 -65918 221 4 Discharging
67458.00 61 3733916 -147400 221 4 Discharging
67468.09 61 3754548 -57525 221 4 Discharging
67478.19 61 3726520 -140380 221 4 Discharging
67488.27 61 3744037 -131836 221 4 Discharging
67498.35 61 3756883 -55847 220 4 Discharging
67508.45 61 3757273 -56304 221 4 Discharging
67518.53 61 3757273 -57830 220 4 Discharging
67528.61 61 3746762 -104522 220 4 Discharging
67538.68 61 3755326 -57067 220 4 Discharging
67548.75 61 3749487 -57373 220 4 Discharging
67558.82 61 3734111 -136871 221 4 Discharging
67568.89 61 3753185 -57067 220 4 Discharging
67578.98 61 3717956 -212707 220 4 Discharging
67589.07 61 3753185 -56915 220 4 Discharging
67599.14 61 3728661 -227508 220 4 Discharging
67609.25 61 3741896 -157318 220 4 Discharging
67619.33 61 3756494 -57525 220 4 Discharging
67629.41 61 3729829 -153503 220 4 Discharging
67639.52 61 3742870 -107574 220 4 Discharging
67649.60 61 3756494 -60730 220 4 Discharging
67659.69 61 3757078 -60272 220 4 Discharging
67669.77 61 3756494 -57373 220 4 Discharging
67679.86 61 3752991 -55847 220 4 Discharging
67689.93 61 3754158 -57067 220 4 Discharging
67700.01 61 3719708 -231170 220 4 Discharging
67710.11 61 3756883 -56610 220 4 Discharging
67720.20 61 3755910 -57373 220 4 Discharging
67730.27 61 3754937 -57373 220 4 Discharging
67740.36 61 3731386 -167083 220 4 Discharging
67750.43 61 3754937 -56457 220 4 Discharging
67760.51 61 3731775 -171814 220 4 Discharging
67770.61 61 3727493 -272522 220 4 Discharging
67780.68 61 3706472 -167999 220 4 Discharging
67790.75 61 3712701 -257873 220 4 Discharging
67800.83 61 3757078 -56304 220 4 Discharging
67810.91 61 3756494 -56915 220 4 Discharging
67821.00 61 3755910 -56762 220 4 Discharging
67831.08 61 3743843 -117034 220 4 Discharging
67841.15 61 3750655 -57830 220 4 Discharging
67851.24 61 3726131 -135803 220 4 Discharging
67861.31 61 3730802 -135650 220 4 Discharging
67871.40 61 3754158 -56915 220 4 Discharging
67881.47 61 3719513 -241394 220 4 Discharging
67891.55 61 3754937 -56152 220 4 Discharging
67901.63 61 3753575 -57678 220 4 Discharging
67911.71 61 3751628 -57220 220 4 Discharging
67921.78 61 3721070 -205536 220 4 Discharging
67931.88 61 3754937 -56457 220 4 Discharging
67941.96 61 3751239 -57830 220 4 Discharging
67952.07 61 3736836 -248718 220 4 Discharging
67962.19 61 3704526 -187988 220 4 Discharging
67972.27 61 3746568 -76446 220 4 Discharging
67982.35 61 3734305 -157318 220 4 Discharging
67992.44 61 3745984 -57067 220 4 Discharging
68002.53 61 3709781 -219116 220 4 Discharging
68012.60 61 3752017 -65918 220 4 Discharging
68022.70 61 3754742 -96740 220 4 Discharging
68032.78 61 3754548 -56610 220 4 Discharging
68042.86 61 3754937 -56304 220 4 Discharging
68052.94 61 3752407 -57830 220 4 Discharging
68063.02 61 3748125 -57067 220 4 Discharging
68073.09 61 3731775 -139007 220 4 Discharging
68083.16 61 3754548 -55999 220 4 Discharging
68093.26 61 3713479 -223694 220 4 Discharging
68103.34 61 3742286 -103759 220 4 Discharging
68113.42 61 3736446 -117797 220 4 Discharging
68123.52 61 3751239 -56610 220 4 Discharging
68133.58 61 3713285 -192566 220 4 Discharging
68143.67 61 3725352 -267639 220 4 Discharging
68153.76 61 3725352 -252075 220 4 Discharging
68163.83 61 3725352 -160980 220 4 Discharging
68173.91 61 3738782 -156707 220 4 Discharging
68184.00 60 3735084 -151519 220 4 Discharging
68194.08 60 3745011 -106048 220 4 Discharging
68204.16 60 3751628 -89874 220 4 Discharging
68214.23 60 3724574 -95062 220 4 Discharging
68224.32 60 3728856 -139007 220 4 Discharging
68234.39 60 3752407 -57373 220 4 Discharging
68244.47 60 3749487 -103149 220 4 Discharging
68254.57 60 3752991 -56457 220 4 Discharging
68264.65 60 3735668 -117950 220 4 Discharging
68274.73 60 3728661 -141143 220 4 Discharging
68284.82 60 3748514 -57067 220 4 Discharging
68294.91 60 3728661 -84991 220 4 Discharging
68304.99 60 3721654 -166778 220 4 Discharging
68315.06 60 3750071 -56610 220 4 Discharging
68325.14 60 3747541 -57983 220 4 Discharging
68335.22 60 3712117 -198822 220 4 Discharging
68345.31 60 3723990 -142059 219 4 Discharging
68355.40 60 3713869 -165100 220 4 Discharging
68365.47 60 3707056 -226135 220 4 Discharging
68375.55 60 3752212 -55694 220 4 Discharging
68385.63 60 3740145 -123748 220 4 Discharging
68395.70 60 3752212 -56152 220 4 Discharging
68405.78 60 3751434 -56915 220 4 Discharging
68415.87 60 3750460 -56457 220 4 Discharging
68425.95 60 3749876 -57220 220 4 Discharging
68436.03 60 3722627 -139618 220 4 Discharging
68446.10 60 3722238 -140686 220 4 Discharging
68456.18 60 3750266 -144348 220 4 Discharging
68466.26 60 3750266 -56915 220 4 Discharging
68476.34 60 3738004 -136871 220 4 Discharging
68486.42 60 3749876 -57220 220 4 Discharging
68496.50 60 3748125 -57678 220 4 Discharging
68506.58 60 3747735 -57067 220 4 Discharging
68516.66 60 3738977 -58288 220 4 Discharging
68526.75 60 3728077 -159607 220 4 Discharging
68536.82 60 3747930 -56762 220 4 Discharging
68546.91 60 3745400 -143127 220 4 Discharging
68556.99 60 3725547 -172729 220 4 Discharging
68567.08 60 3725741 -169983 220 4 Discharging
68577.15 60 3747735 -58136 220 4 Discharging
68587.24 60 3748125 -57983 220 4 Discharging
68597.32 60 3731191 -94299 220 4 Discharging
68607.41 60 3719318 -182037 220 4 Discharging
68617.48 60 3728856 -218811 220 4 Discharging
68627.56 60 3746373 -67291 220 4 Discharging
68637.64 60 3746568 -57525 220 4 Discharging
68647.72 60 3747152 -56610 220 4 Discharging
68657.80 60 3735279 -146026 220 4 Discharging
68667.88 60 3719318 -142059 220 4 Discharging
68677.96 60 3717567 -195770 220 4 Discharging
68688.04 60 3738198 -93383 220 4 Discharging
68698.35 60 3728856 -135955 220 4 Discharging
68708.54 60 3743843 -77514 220 4 Discharging
68718.75 60 3723211 -156707 220 4 Discharging
68728.85 60 3715036 -200042 220 4 Discharging
68738.94 60 3743843 -64544 220 4 Discharging
68749.03 60 3701023 -221862 220 4 Discharging
68759.11 60 3745984 -65612 220 4 Discharging
68769.19 60 3739755 -58441 220 4 Discharging
68779.27 60 3747152 -57983 220 4 Discharging
68789.35 60 3748319 -55847 219 4 Discharging
68799.44 60 3748125 -57678 220 4 Discharging
68809.52 60 3724184 -155181 219 4 Discharging
68819.61 60 3723990 -151062 220 4 Discharging
68829.68 60 3747930 -55694 219 4 Discharging
68839.76 60 3744037 -72021 219 4 Discharging
68849.84 60 3747541 -56610 219 4 Discharging
68859.93 60 3746957 -56762 219 4 Discharging
68870.01 60 3746178 -57830 219 4 Discharging
68880.08 60 3718929 -200958 219 4 Discharging
68890.16 60 3727493 -151367 219 4 Discharging
68900.25 60 3727688 -148468 219 4 Discharging
68910.33 60 3719708 -179290 219 4 Discharging
68920.41 60 3738587 -104980 219 4 Discharging
68930.51 60 3723990 -173950 219 4 Discharging
68940.59 60 3745400 -56457 219 4 Discharging
68950.68 60 3720681 -137024 219 4 Discharging
68960.77 60 3715036 -137939 219 4 Discharging
68970.85 60 3698882 -216522 219 4 Discharging
68980.93 60 3740729 -56304 219 4 Discharging
68991.00 60 3701801 -169830 219 4 Discharging
69001.09 60 3723600 -136413 219 4 Discharging
69011.17 60 3714453 -171051 219 4 Discharging
69021.24 60 3736252 -108642 219 4 Discharging
69031.31 60 3716399 -140228 219 4 Discharging
69041.38 60 3718151 -143585 219 4 Discharging
69051.44 60 3744621 -57525 219 4 Discharging
69061.53 60 3742480 -64544 219 4 Discharging
69071.61 60 3745011 -56762 219 4 Discharging
69081.69 60 3711338 -226745 219 4 Discharging
69091.77 60 3743453 -56152 219 4 Discharging
69101.86 60 3720486 -95672 219 4 Discharging
69111.95 60 3707640 -155639 219 4 Discharging
69122.02 60 3719513 -181121 219 4 Discharging
69132.12 60 3728466 -153961 219 4 Discharging
69142.20 60 3745205 -56304 219 4 Discharging
69152.28 60 3739755 -353851 219 4 Discharging
69162.39 60 3740534 -102996 219 4 Discharging
69172.48 60 3744232 -57373 219 4 Discharging
69182.55 60 3740145 -58136 219 4 Discharging
69192.64 60 3712117 -134430 219 4 Discharging
69202.71 60 3742675 -65307 219 4 Discharging
69212.80 59 3744232 -55999 219 4 Discharging
69222.87 59 3740339 -66986 219 4 Discharging
69232.97 59 3719708 -151062 219 4 Discharging
69243.04 59 3720681 -126648 219 4 Discharging
69253.13 59 3714063 -148925 219 4 Discharging
69263.20 59 3715231 -138549 219 4 Discharging
69273.28 59 3741118 -57373 219 4 Discharging
69283.36 59 3720876 -151214 219 4 Discharging
69293.44 59 3716399 -174255 219 4 Discharging
69303.53 59 3709197 -236511 219 4 Discharging
69313.60 59 3721849 -159759 219 4 Discharging
69323.68 59 3713674 -143127 219 4 Discharging
69333.78 59 3692459 -206451 219 4 Discharging
69343.85 59 3744037 -58136 219 4 Discharging
69353.91 59 3722238 -120239 219 4 Discharging
69364.00 59 3744037 -56457 219 4 Discharging
69374.08 59 3743259 -55847 219 4 Discharging
69384.16 59 3739950 -145111 219 4 Discharging
69394.24 59 3716594 -112457 218 4 Discharging
69404.33 59 3707056 -210113 219 4 Discharging
69414.40 59 3742675 -58136 218 4 Discharging
69424.48 59 3742091 -57830 219 4 Discharging
69434.57 59 3742480 -55999 219 4 Discharging
69444.65 59 3716594 -152740 218 4 Discharging
69454.73 59 3741702 -57067 218 4 Discharging
69464.80 59 3739366 -63629 218 4 Discharging
69474.89 59 3706083 -167236 219 4 Discharging
69484.97 59 3741118 -56304 218 4 Discharging
69495.05 59 3739755 -63324 218 4 Discharging
69505.13 59 3738782 -58746 218 4 Discharging
69515.22 59 3709392 -186004 218 4 Discharging
69525.30 59 3735473 -132141 218 4 Discharging
69535.38 59 3726520 -174408 218 4 Discharging
69545.47 59 3680780 -281067 219 4 Discharging
69555.55 59 3741702 -57525 219 4 Discharging
69565.62 59 3740923 -57067 218 4 Discharging
69575.70 59 3712506 -144806 218 4 Discharging
69585.78 59 3710949 -137634 218 4 Discharging
69595.86 59 3706083 -187988 219 4 Discharging
69605.93 59 3712701 -143890 218 4 Discharging
69616.01 59 3711338 -193786 219 4 Discharging
69626.07 59 3741312 -57678 218 4 Discharging
69636.16 59 3740534 -56915 218 4 Discharging
69646.24 59 3729245 -166015 218 4 Discharging
69656.33 59 3717372 -187835 218 4 Discharging
69666.40 59 3729245 -150756 218 4 Discharging
69676.48 59 3737225 -56610 218 4 Discharging
69686.58 59 3732554 -58898 218 4 Discharging
69696.65 59 3711144 -171203 218 4 Discharging
69706.73 59 3736446 -57067 218 4 Discharging
69716.82 59 3739366 -56915 218 4 Discharging
69726.88 59 3713090 -179290 218 4 Discharging
69736.96 59 3736641 -112152 218 4 Discharging
69747.05 59 3711728 -222931 218 4 Discharging
69757.17 59 3737225 -62408 218 4 Discharging
69767.24 59 3682921 -238342 218 4 Discharging
69777.32 59 3741896 -57373 218 4 Discharging
69787.40 59 3741896 -57373 218 4 Discharging
69797.48 59 3701606 -165710 218 4 Discharging
69807.56 59 3739171 -57678 218 4 Discharging
69817.64 59 3735863 -57678 218 4 Discharging
69827.71 59 3732164 -57373 218 4 Discharging
69837.79 59 3710754 -152740 218 4 Discharging
69847.88 59 3694016 -242309 218 4 Discharging
69857.96 59 3740534 -56304 218 4 Discharging
69868.04 59 3720876 -158386 217 4 Discharging
69878.12 59 3738782 -57525 218 4 Discharging
69888.22 59 3739366 -56610 218 4 Discharging
69898.30 59 3723406 -108184 218 4 Discharging
69908.38 59 3736252 -57525 217 4 Discharging
69918.47 59 3702580 -165557 218 4 Discharging
69928.55 59 3712701 -210724 218 4 Discharging
69938.63 59 3703553 -242462 218 4 Discharging
69948.73 59 3708613 -190124 217 4 Discharging
69958.81 59 3731191 -155944 217 4 Discharging
69968.90 59 3740339 -57830 217 4 Discharging
69978.98 59 3713090 -122833 217 4 Discharging
69989.07 59 3711533 -136871 217 4 Discharging
69999.16 59 3702190 -218048 218 4 Discharging
70009.23 59 3724768 -139160 217 4 Discharging
70019.33 59 3736836 -66986 217 4 Discharging
70029.42 59 3738393 -57830 217 4 Discharging
70039.50 59 3723211 -114135 217 4 Discharging
70049.63 59 3738198 -89263 218 4 Discharging
70060.07 59 3735084 -57220 217 4 Discharging
70070.26 59 3725158 -108795 217 4 Discharging
70080.46 59 3692653 -202179 217 4 Discharging
70090.56 59 3737225 -59356 217 4 Discharging
70100.64 59 3734695 -57373 217 4 Discharging
70110.71 59 3737420 -57525 217 4 Discharging
70120.80 59 3718151 -108337 217 4 Discharging
70130.89 59 3710170 -105133 218 4 Discharging
70140.97 59 3709392 -140533 217 4 Discharging
70151.04 59 3739366 -220947 218 4 Discharging
70161.14 59 3734889 -83313 217 4 Discharging
70171.22 59 3720876 -157318 217 4 Discharging
70181.30 59 3738782 -55694 217 4 Discharging
70191.37 59 3734500 -120086 217 4 Discharging
70201.47 59 3735863 -61340 217 4 Discharging
70211.54 59 3731191 -56915 217 4 Discharging
70221.62 59 3686814 -248565 217 4 Discharging
70231.71 59 3710365 -135955 217 4 Discharging
70241.77 59 3708224 -189666 218 4 Discharging
70251.85 59 3735668 -57525 217 4 Discharging
70261.95 59 3719708 -92468 217 4 Discharging
70272.03 58 3732554 -67749 217 4 Discharging
70282.12 58 3732554 -56915 217 4 Discharging
70292.20 58 3708613 -171966 217 4 Discharging
70302.29 58 3735863 -56762 217 4 Discharging
70312.37 58 3734695 -62713 217 4 Discharging
70322.45 58 3735473 -57220 217 4 Discharging
70332.53 58 3733722 -57067 217 4 Discharging
70342.62 58 3724184 -114441 217 4 Discharging
70352.69 58 3716983 -264740 217 4 Discharging
70362.79 58 3670465 -229492 217 4 Discharging
70372.87 58 3738198 -57067 217 4 Discharging
70382.96 58 3710365 -202789 217 4 Discharging
70393.04 58 3734889 -56457 217 4 Discharging
70403.13 58 3736836 -56762 217 4 Discharging
70413.21 58 3732164 -82244 217 4 Discharging
70423.29 58 3735084 -197448 217 4 Discharging
70433.38 58 3707056 -184936 217 4 Discharging
70443.48 58 3706667 -141143 217 4 Discharging
70453.55 58 3693821 -245056 217 4 Discharging
70463.65 58 3733332 -66375 216 4 Discharging
70473.73 58 3733527 -56610 216 4 Discharging
70483.81 58 3734111 -57525 216 4 Discharging
70493.89 58 3724963 -81939 217 4 Discharging
70503.98 58 3732554 -57220 216 4 Discharging
70514.05 58 3698298 -138092 216 4 Discharging
70524.13 58 3696935 -212402 217 4 Discharging
70534.20 58 3690707 -250854 217 4 Discharging
70544.27 58 3732943 -57373 217 4 Discharging
70554.36 58 3727104 -57830 217 4 Discharging
70564.46 58 3702969 -213928 216 4 Discharging
70574.53 58 3701217 -175171 216 4 Discharging
70584.61 58 3663263 -253296 217 4 Discharging
70594.69 58 3732164 -65918 217 4 Discharging
70604.77 58 3735084 -122985 216 4 Discharging
70614.85 58 3736057 -56915 217 4 Discharging
70624.93 58 3717567 -173034 216 4 Discharging
70635.02 58 3720292 -115661 216 4 Discharging
70645.10 58 3731386 -57983 216 4 Discharging
70655.19 58 3697519 -138855 217 4 Discharging
70665.27 58 3703553 -137481 217 4 Discharging
70675.34 58 3734500 -56457 217 4 Discharging
70685.42 58 3734305 -60424 217 4 Discharging
70695.49 58 3733722 -56457 217 4 Discharging
70705.60 58 3733138 -57373 217 4 Discharging
70715.68 58 3718540 -146789 217 4 Discharging
70725.76 58 3730413 -57067 217 4 Discharging
70735.86 58 3722822 -56610 217 4 Discharging
70745.94 58 3684284 -277862 218 4 Discharging
70756.01 58 3731386 -56762 217 4 Discharging
70766.11 58 3728272 -56610 217 4 Discharging
70776.20 58 3695378 -184173 217 4 Discharging
70786.28 58 3707056 -239257 217 4 Discharging
70796.36 58 3720486 -97961 217 4 Discharging
70806.43 58 3705110 -134124 218 4 Discharging
70816.50 58 3700049 -162506 218 4 Discharging
70826.58 58 3721459 -145111 217 4 Discharging
70836.65 58 3732164 -56915 218 4 Discharging
70846.72 58 3733138 -57067 218 4 Discharging
70856.79 58 3731581 -57830 218 4 Discharging
70866.88 58 3731970 -56762 218 4 Discharging
70876.96 58 3690512 -196075 218 4 Discharging
70887.03 58 3645746 -176086 218 4 Discharging
70897.11 58 3702774 -200958 218 4 Discharging
70907.19 58 3731970 -55847 218 4 Discharging
70917.27 58 3682921 -238800 218 4 Discharging
70927.35 58 3729634 -56457 219 4 Discharging
70937.44 58 3730997 -57373 219 4 Discharging
70947.51 58 3728661 -56762 219 4 Discharging
70957.59 58 3715426 -59051 219 4 Discharging
70967.67 58 3687203 -214386 220 4 Discharging
70977.75 58 3710754 -158996 219 4 Discharging
70987.83 58 3717567 -155792 219 4 Discharging
70997.92 58 3732164 -56152 219 4 Discharging
71007.99 58 3710170 -201110 220 4 Discharging
71018.07 58 3723990 -58288 219 4 Discharging
71028.17 58 3724574 -58136 220 4 Discharging
71038.24 58 3692264 -273895 220 4 Discharging
71048.30 58 3730997 -57220 220 4 Discharging
71058.39 58 3729440 -60119 220 4 Discharging
71068.48 58 3729050 -56915 220 4 Discharging
71078.57 58 3713090 -166473 220 4 Discharging
71088.64 58 3730218 -57220 220 4 Discharging
71098.74 58 3726325 -70495 220 4 Discharging
71108.83 58 3700828 -148925 220 4 Discharging
71118.91 58 3701606 -177765 220 4 Discharging
71128.98 58 3728077 -57220 220 4 Discharging
71139.07 58 3722043 -108337 220 4 Discharging
71149.14 58 3699855 -144043 221 4 Discharging
