# iso_time uptime_s capacity status charge_type vbat_uV ibat_uA temp_dC usb_online usb_imax_uA usb_vbus_uV usb_real_type charge_done chgr_status_reg
2026-08-11T23:07:27Z 9414 98 Discharging N/A 4292913 -23803 244 0 0 2064 Unknown 0 47
2026-08-11T23:08:28Z 9474 98 Discharging N/A 4323082 -51727 243 0 0 3104 Unknown 0 47
2026-08-11T23:09:28Z 9534 98 Discharging N/A 4312572 -65155 243 0 0 2064 Unknown 0 47
2026-08-11T23:10:28Z 9595 98 Discharging N/A 4287463 -182495 243 0 0 0 Unknown 0 47
2026-08-11T23:11:29Z 9655 98 Discharging N/A 4305759 -36163 243 0 0 2064 Unknown 0 47
2026-08-11T23:12:29Z 9715 98 Discharging N/A 4304202 -52185 243 0 0 4144 Unknown 0 47
2026-08-11T23:13:29Z 9776 98 Discharging N/A 4287463 -56152 242 0 0 3104 Unknown 0 47
2026-08-11T23:14:29Z 9836 98 Discharging N/A 4323666 -46386 242 0 0 2064 Unknown 0 47
2026-08-11T23:15:30Z 9896 98 Discharging N/A 4295054 -137329 242 0 0 3104 Unknown 0 47
2026-08-11T23:16:30Z 9956 98 Discharging N/A 4322693 -48370 241 0 0 4144 Unknown 0 47
2026-08-11T23:17:30Z 10017 98 Discharging N/A 4293302 -138397 241 0 0 3104 Unknown 0 47
2026-08-11T23:18:31Z 10077 98 Discharging N/A 4299725 -146331 241 0 0 3104 Unknown 0 47
2026-08-11T23:19:31Z 10137 98 Discharging N/A 4306732 -53100 241 0 0 2064 Unknown 0 47
2026-08-11T23:20:31Z 10198 98 Discharging N/A 4307316 -102691 241 0 0 2064 Unknown 0 47
2026-08-11T23:21:31Z 10258 98 Discharging N/A 4304981 -99182 241 0 0 3104 Unknown 0 47
2026-08-11T23:22:32Z 10318 98 Discharging N/A 4303034 -14038 240 0 0 5184 Unknown 0 47
2026-08-11T23:23:32Z 10378 98 Discharging N/A 4296222 -52185 240 0 0 1024 Unknown 0 47
2026-08-11T23:24:32Z 10439 98 Discharging N/A 4305565 -101013 240 0 0 1024 Unknown 0 47
2026-08-11T23:25:33Z 10499 98 Discharging N/A 4287658 -88806 240 0 0 2064 Unknown 0 47
2026-08-11T23:26:33Z 10559 98 Discharging N/A 4301088 -71563 240 0 0 1024 Unknown 0 47
2026-08-11T23:27:33Z 10620 98 Discharging N/A 4283181 -128479 240 0 0 1024 Unknown 0 47
2026-08-11T23:28:33Z 10680 98 Discharging N/A 4278899 -37841 239 0 0 2064 Unknown 0 47
2026-08-11T23:29:34Z 10740 98 Discharging N/A 4310236 -73700 239 0 0 2064 Unknown 0 47
2026-08-11T23:30:34Z 10800 98 Discharging N/A 4315880 -54779 239 0 0 3104 Unknown 0 47
2026-08-11T23:31:34Z 10861 98 Discharging N/A 4267221 -158233 239 0 0 3104 Unknown 0 47
2026-08-11T23:32:35Z 10921 98 Discharging N/A 4300309 -31890 238 0 0 1024 Unknown 0 47
2026-08-11T23:33:35Z 10981 98 Discharging N/A 4314518 -55236 238 0 0 1024 Unknown 0 47
2026-08-11T23:34:35Z 11042 97 Discharging N/A 4289994 -158081 238 0 0 1024 Unknown 0 47
2026-08-11T23:35:35Z 11102 97 Discharging N/A 4291940 -14495 238 0 0 3104 Unknown 0 47
2026-08-11T23:36:36Z 11162 97 Discharging N/A 4315686 -57067 238 0 0 3104 Unknown 0 47
2026-08-11T23:37:36Z 11223 97 Discharging N/A 4298752 -99487 237 0 0 1024 Unknown 0 47
2026-08-11T23:38:36Z 11283 97 Discharging N/A 4316270 -36010 237 0 0 3104 Unknown 0 47
2026-08-11T23:39:37Z 11343 97 Discharging N/A 4285712 -124054 237 0 0 2064 Unknown 0 47
2026-08-11T23:40:37Z 11403 97 Discharging N/A 4281624 -34027 236 0 0 3104 Unknown 0 47
2026-08-11T23:41:37Z 11464 97 Discharging N/A 4289994 -68206 236 0 0 3104 Unknown 0 47
2026-08-11T23:42:37Z 11524 97 Discharging N/A 4293692 -146789 236 0 0 1024 Unknown 0 47
2026-08-11T23:43:38Z 11584 97 Discharging N/A 4302256 -90179 236 0 0 3104 Unknown 0 47
2026-08-11T23:44:38Z 11645 97 Discharging N/A 4310431 -52490 236 0 0 1024 Unknown 0 47
2026-08-11T23:45:38Z 11705 97 Discharging N/A 4277926 -157775 236 0 0 1024 Unknown 0 47
2026-08-11T23:46:39Z 11765 97 Discharging N/A 4299920 -84991 235 0 0 2064 Unknown 0 47
2026-08-11T23:47:39Z 11825 97 Discharging N/A 4276174 -25177 235 0 0 4144 Unknown 0 47
2026-08-11T23:48:39Z 11886 97 Discharging N/A 4297195 -96740 235 0 0 3104 Unknown 0 47
2026-08-11T23:49:40Z 11946 97 Discharging N/A 4291356 -92773 235 0 0 2064 Unknown 0 47
2026-08-11T23:50:40Z 12006 97 Discharging N/A 4309652 -54168 235 0 0 2064 Unknown 0 47
2026-08-11T23:51:40Z 12067 97 Discharging N/A 4273060 -175476 235 0 0 3104 Unknown 0 47
2026-08-11T23:52:41Z 12127 97 Discharging N/A 4290188 -36010 235 0 0 1024 Unknown 0 47
2026-08-11T23:53:41Z 12187 97 Discharging N/A 4310625 -50506 234 0 0 3104 Unknown 0 47
2026-08-11T23:54:41Z 12248 97 Discharging N/A 4276174 -159912 234 0 0 0 Unknown 0 47
2026-08-11T23:55:41Z 12308 97 Discharging N/A 4296611 -93231 234 0 0 5184 Unknown 0 47
2026-08-11T23:56:42Z 12368 97 Discharging N/A 4273060 -14495 234 0 0 3104 Unknown 0 47
2026-08-11T23:57:42Z 12428 97 Discharging N/A 4306343 -47454 234 0 0 1024 Unknown 0 47
2026-08-11T23:58:42Z 12489 97 Discharging N/A 4277148 -149231 233 0 0 1024 Unknown 0 47
2026-08-11T23:59:43Z 12549 97 Discharging N/A 4289604 -63629 233 0 0 1024 Unknown 0 47
2026-08-12T00:00:43Z 12609 97 Discharging N/A 4309457 -52795 233 0 0 3104 Unknown 0 47
2026-08-12T00:01:43Z 12670 97 Discharging N/A 4295054 -63934 233 0 0 3104 Unknown 0 47
2026-08-12T00:02:43Z 12730 97 Discharging N/A 4291551 -80566 233 0 0 3104 Unknown 0 47
2026-08-12T00:03:44Z 12790 97 Discharging N/A 4285906 -49743 232 0 0 4144 Unknown 0 47
2026-08-12T00:04:44Z 12851 97 Discharging N/A 4277731 -181427 232 0 0 1024 Unknown 0 47
2026-08-12T00:05:44Z 12911 97 Discharging N/A 4309847 -47302 232 0 0 3104 Unknown 0 47
2026-08-12T00:06:45Z 12971 97 Discharging N/A 4289410 -161743 232 0 0 0 Unknown 0 47
2026-08-12T00:07:45Z 13031 97 Discharging N/A 4294276 -92926 232 0 0 2064 Unknown 0 47
2026-08-12T00:08:45Z 13092 97 Discharging N/A 4283765 -173034 232 0 0 2064 Unknown 0 47
2026-08-12T00:09:46Z 13152 97 Discharging N/A 4308484 -48980 231 0 0 4144 Unknown 0 47
2026-08-12T00:10:46Z 13212 97 Discharging N/A 4301866 -83618 231 0 0 2064 Unknown 0 47
2026-08-12T00:11:46Z 13273 97 Discharging N/A 4262355 -22583 231 0 0 2064 Unknown 0 47
2026-08-12T00:12:46Z 13333 97 Discharging N/A 4302061 -55999 231 0 0 4144 Unknown 0 47
2026-08-12T00:13:47Z 13393 97 Discharging N/A 4301283 -59967 231 0 0 4144 Unknown 0 47
2026-08-12T00:14:47Z 13454 97 Discharging N/A 4262355 -146789 231 0 0 2064 Unknown 0 47
2026-08-12T00:15:47Z 13514 97 Discharging N/A 4276369 -43792 231 0 0 2064 Unknown 0 47
2026-08-12T00:16:48Z 13574 97 Discharging N/A 4273449 -105590 231 0 0 0 Unknown 0 47
2026-08-12T00:17:48Z 13634 97 Discharging N/A 4277731 -49591 230 0 0 4144 Unknown 0 47
2026-08-12T00:18:48Z 13695 97 Discharging N/A 4274617 -137939 230 0 0 2064 Unknown 0 47
2026-08-12T00:19:49Z 13755 97 Discharging N/A 4299725 -57983 230 0 0 5184 Unknown 0 47
2026-08-12T00:20:49Z 13815 97 Discharging N/A 4285322 -161132 230 0 0 0 Unknown 0 47
2026-08-12T00:21:49Z 13876 97 Discharging N/A 4298558 -68054 230 0 0 2064 Unknown 0 47
2026-08-12T00:22:50Z 13936 97 Discharging N/A 4287269 -123138 230 0 0 2064 Unknown 0 47
2026-08-12T00:23:50Z 13996 97 Discharging N/A 4303813 -50201 230 0 0 4144 Unknown 0 47
2026-08-12T00:24:50Z 14057 97 Discharging N/A 4267416 -20294 230 0 0 1024 Unknown 0 47
2026-08-12T00:25:50Z 14117 97 Discharging N/A 4297974 -70648 229 0 0 1024 Unknown 0 47
2026-08-12T00:26:51Z 14177 97 Discharging N/A 4303424 -47149 229 0 0 3104 Unknown 0 47
2026-08-12T00:27:51Z 14238 97 Discharging N/A 4274812 -24566 229 0 0 3104 Unknown 0 47
2026-08-12T00:28:51Z 14298 97 Discharging N/A 4291745 -91552 229 0 0 4144 Unknown 0 47
2026-08-12T00:29:52Z 14358 97 Discharging N/A 4289994 -14648 229 0 0 2064 Unknown 0 47
2026-08-12T00:30:52Z 14418 97 Discharging N/A 4295443 -105438 229 0 0 3104 Unknown 0 47
2026-08-12T00:31:52Z 14479 97 Discharging N/A 4254375 -85601 228 0 0 1024 Unknown 0 47
2026-08-12T00:32:53Z 14539 97 Discharging N/A 4278899 -129394 228 0 0 0 Unknown 0 47
2026-08-12T00:33:53Z 14599 97 Discharging N/A 4269751 -171051 228 0 0 3104 Unknown 0 47
2026-08-12T00:34:53Z 14660 96 Discharging N/A 4276564 -55694 228 0 0 3104 Unknown 0 47
2026-08-12T00:35:53Z 14720 96 Discharging N/A 4253207 -69732 228 0 0 3104 Unknown 0 47
2026-08-12T00:36:54Z 14780 96 Discharging N/A 4268973 -154266 228 0 0 0 Unknown 0 47
2026-08-12T00:37:54Z 14840 96 Discharging N/A 4264107 -50201 228 0 0 6224 Unknown 0 47
2026-08-12T00:38:54Z 14901 96 Discharging N/A 4263718 -22430 228 0 0 3104 Unknown 0 47
2026-08-12T00:39:55Z 14961 96 Discharging N/A 4286879 -65765 228 0 0 3104 Unknown 0 47
2026-08-12T00:40:55Z 15021 96 Discharging N/A 4287269 -70190 228 0 0 2064 Unknown 0 47
2026-08-12T00:41:55Z 15082 96 Discharging N/A 4266053 -23803 228 0 0 1024 Unknown 0 47
2026-08-12T00:42:55Z 15142 96 Discharging N/A 4300115 -56762 228 0 0 4144 Unknown 0 47
2026-08-12T00:43:56Z 15202 96 Discharging N/A 4276564 -147705 228 0 0 0 Unknown 0 47
2026-08-12T00:44:56Z 15263 96 Discharging N/A 4280651 -122375 227 0 0 3104 Unknown 0 47
2026-08-12T00:45:56Z 15323 96 Discharging N/A 4299725 -78430 227 0 0 4144 Unknown 0 47
2026-08-12T00:46:57Z 15383 96 Discharging N/A 4262744 -20141 227 0 0 3104 Unknown 0 47
2026-08-12T00:47:57Z 15443 96 Discharging N/A 4283181 -76599 228 0 0 3104 Unknown 0 47
2026-08-12T00:48:57Z 15504 96 Discharging N/A 4264302 -43029 227 0 0 2064 Unknown 0 47
