# t_s cur_mA v_mV APSS_sd APSS_xosd APSS_xopct APSS_cores LPASS_sd LPASS_xosd LPASS_xopct LPASS_cores MPSS_sd MPSS_xosd MPSS_xopct MPSS_cores PRONTO_sd PRONTO_xosd PRONTO_xopct PRONTO_cores smd_irq_total_per_s modem_irq_per_s
2 205 3865 41 0 0 0x1 0 0 0 0x0 5 5 71 0x1 20 20 86 0x0  98 0
52 57 3891 38 0 0 0x1 0 0 0 0x0 7 7 81 0x0 20 20 85 0x0  8 0
54 110 3874 13 0 0 0x1 0 0 0 0x0 6 6 82 0x0 10 10 33 0x1  62 0
56 122 3872 31 0 0 0x1 0 0 0 0x0 3 3 37 0x0 8 8 16 0x1  9 0
58 87 3880 29 0 0 0x1 0 0 0 0x0 6 6 82 0x0 17 17 60 0x0  28 0
60 188 3851 35 0 0 0x1 0 0 0 0x0 5 5 82 0x1 20 20 86 0x0  56 0
62 116 3881 33 0 0 0x1 0 0 0 0x0 6 6 56 0x0 20 20 86 0x0  28 3
64 58 3873 32 0 0 0x1 0 0 0 0x0 6 6 96 0x1 21 21 86 0x0  54 0
66 193 3862 39 0 0 0x1 0 0 0 0x0 4 4 42 0x0 20 20 86 0x0  48 0
68 58 3886 39 0 0 0x1 0 0 0 0x0 6 6 85 0x0 20 20 86 0x0  54 0
70 59 3888 39 0 0 0x1 0 0 0 0x0 7 7 99 0x0 20 20 86 0x0  11 0
72 112 3872 36 0 0 0x1 0 0 0 0x0 3 3 41 0x0 19 19 82 0x0  80 0
74 63 3886 25 0 0 0x1 0 0 0 0x0 7 7 96 0x0 20 20 88 0x1  35 0
76 221 3851 38 0 0 0x1 0 0 0 0x0 2 2 41 0x1 21 21 85 0x1  18 0
78 60 3887 31 0 0 0x1 0 0 0 0x0 5 5 64 0x1 20 20 79 0x0  51 0
80 76 3885 31 0 0 0x1 0 0 0 0x0 7 7 86 0x0 20 20 85 0x0  12 1
82 58 3887 34 0 0 0x1 0 0 0 0x0 3 3 41 0x0 20 20 86 0x0  37 0
84 61 3887 25 0 0 0x1 0 0 0 0x0 7 7 100 0x0 20 20 87 0x0  63 1
86 258 3847 41 0 0 0x1 0 0 0 0x0 5 5 86 0x1 18 18 78 0x1  15 0
88 122 3864 33 0 0 0x1 0 0 0 0x0 5 5 52 0x0 8 8 19 0x1  31 0
90 115 3871 33 0 0 0x1 0 0 0 0x0 6 6 83 0x0 6 6 16 0x1  14 0
92 157 3861 36 0 0 0x1 0 0 0 0x0 3 3 56 0x1 18 18 65 0x0  57 0
94 60 3884 29 0 0 0x1 0 0 0 0x0 7 7 84 0x0 20 20 85 0x0  55 0
96 57 3884 43 0 0 0x1 0 0 0 0x0 6 6 86 0x0 20 20 83 0x0  43 0
98 125 3872 26 0 0 0x1 0 0 0 0x0 4 4 46 0x0 20 20 85 0x0  14 0
100 132 3871 32 0 0 0x1 0 0 0 0x0 6 6 85 0x0 20 20 87 0x0  5 0
102 199 3857 38 0 0 0x1 0 0 0 0x0 4 4 70 0x1 20 20 79 0x0  75 0
104 177 3862 27 0 0 0x1 0 0 0 0x0 5 5 35 0x0 21 21 85 0x0  24 0
106 58 3884 32 0 0 0x1 0 0 0 0x0 6 6 98 0x1 20 20 86 0x0  44 0
108 121 3879 29 0 0 0x1 0 0 0 0x0 4 4 41 0x0 20 20 87 0x0  64 0
110 58 3884 43 0 0 0x1 0 0 0 0x0 6 6 100 0x1 20 20 85 0x0  22 1
112 154 3841 26 0 0 0x1 0 0 0 0x0 6 6 86 0x1 20 20 90 0x1  25 0
114 58 3884 31 0 0 0x1 0 0 0 0x0 4 4 41 0x0 21 21 87 0x0  42 0
116 131 3874 26 0 0 0x1 0 0 0 0x0 7 7 98 0x0 21 21 86 0x0  9 0
118 146 3847 32 0 0 0x1 0 0 0 0x0 3 3 57 0x1 20 20 87 0x0  31 1
120 115 3871 50 0 0 0x1 0 0 0 0x0 7 7 85 0x0 12 12 55 0x1  15 0
122 137 3864 23 0 0 0x1 0 0 0 0x0 6 6 85 0x0 9 9 20 0x1  99 0
124 130 3869 25 0 0 0x1 0 0 0 0x0 3 3 56 0x1 9 9 28 0x0  24 0
126 264 3863 39 0 0 0x1 0 0 0 0x0 7 7 86 0x0 19 19 80 0x0  13 1
128 177 3858 39 0 0 0x1 0 0 0 0x0 5 5 83 0x1 20 20 85 0x0  57 0
130 59 3881 34 0 0 0x1 0 0 0 0x0 5 5 54 0x0 20 20 91 0x1  13 0
132 59 3883 24 0 0 0x1 0 0 0 0x0 6 6 86 0x0 21 21 85 0x0  48 0
134 82 3873 32 0 0 0x1 0 0 0 0x0 3 3 57 0x1 22 22 85 0x0  39 0
136 69 3881 20 0 0 0x1 0 0 0 0x0 7 7 84 0x0 20 20 87 0x0  14 1
138 58 3882 40 0 0 0x1 0 0 0 0x0 6 6 98 0x1 20 20 86 0x0  64 0
140 176 3856 46 0 0 0x1 0 0 0 0x0 4 4 40 0x0 20 20 84 0x0  48 0
142 74 3882 28 0 0 0x1 0 0 0 0x0 6 6 84 0x0 19 19 80 0x0  20 0
144 173 3833 25 0 0 0x1 0 0 0 0x0 5 5 86 0x1 20 20 87 0x0  16 1
146 58 3882 35 0 0 0x1 0 0 0 0x0 5 5 54 0x0 21 21 85 0x0  40 0
148 182 3863 37 0 0 0x1 0 0 0 0x0 7 7 100 0x0 20 20 84 0x0  27 0
150 66 3879 30 0 0 0x1 0 0 0 0x0 3 3 43 0x0 20 20 85 0x0  14 0
152 62 3879 41 0 0 0x1 0 0 0 0x0 6 6 95 0x1 20 20 89 0x1  79 0
154 107 3870 29 0 0 0x1 0 0 0 0x0 7 7 82 0x0 12 12 39 0x0  35 0
156 116 3867 34 0 0 0x1 0 0 0 0x0 3 3 39 0x0 9 9 19 0x0  11 0
158 59 3882 42 0 0 0x1 0 0 0 0x0 7 7 96 0x0 12 12 48 0x1  48 1
160 197 3849 33 0 0 0x1 0 0 0 0x0 4 4 72 0x1 21 21 87 0x0  20 0
162 86 3871 32 0 0 0x1 0 0 0 0x0 6 6 71 0x0 21 21 85 0x0  21 1
164 58 3881 33 0 0 0x1 0 0 0 0x0 6 6 86 0x0 20 20 87 0x0  81 1
166 192 3857 32 0 0 0x1 0 0 0 0x0 3 3 56 0x1 20 20 87 0x0  16 0
168 87 3880 34 0 0 0x1 0 0 0 0x0 7 7 85 0x0 21 21 84 0x0  8 0
170 103 3871 34 0 0 0x1 0 0 0 0x0 6 6 83 0x0 20 20 86 0x0  48 0
172 59 3881 32 0 0 0x1 0 0 0 0x0 4 4 55 0x0 20 20 86 0x0  30 0
174 59 3880 31 0 0 0x1 0 0 0 0x0 6 6 85 0x0 21 21 85 0x0  13 0
176 230 3850 28 0 0 0x1 0 0 0 0x0 4 4 71 0x1 20 20 91 0x1  51 0
178 140 3868 32 0 0 0x1 0 0 0 0x0 4 4 43 0x0 20 20 87 0x1  20 0
180 62 3877 31 0 0 0x1 0 0 0 0x0 7 7 99 0x0 22 22 85 0x0  13 0
182 82 3876 35 0 0 0x1 0 0 0 0x0 3 3 41 0x0 20 20 83 0x0  81 0
184 79 3865 29 0 0 0x1 0 0 0 0x0 6 6 96 0x1 20 20 84 0x0  17 0
186 86 3872 27 0 0 0x1 0 0 0 0x0 6 6 84 0x1 20 20 85 0x0  21 0
188 266 3843 41 0 0 0x1 0 0 0 0x0 4 4 40 0x0 9 9 24 0x1  24 0
190 58 3877 29 0 0 0x1 0 0 0 0x0 7 7 100 0x0 9 9 20 0x1  42 0
192 146 3855 41 0 0 0x1 0 0 0 0x0 3 3 57 0x1 17 17 66 0x1  26 0
194 58 3879 34 0 0 0x1 0 0 0 0x0 7 7 84 0x0 21 21 87 0x0  66 0
196 59 3878 28 0 0 0x1 0 0 0 0x0 6 6 84 0x0 20 20 86 0x0  35 0
198 59 3879 38 0 0 0x1 0 0 0 0x0 3 3 54 0x1 20 20 84 0x0  19 0
200 106 3875 30 0 0 0x1 0 0 0 0x0 7 7 85 0x0 20 20 87 0x0  45 0
202 155 3845 21 0 0 0x1 0 0 0 0x0 5 5 86 0x1 20 20 86 0x0  46 0
204 132 3865 29 0 0 0x1 0 0 0 0x0 5 5 55 0x0 21 21 86 0x0  7 0
206 160 3862 27 0 0 0x1 0 0 0 0x0 6 6 86 0x0 20 20 87 0x0  65 0
208 149 3856 33 0 0 0x1 0 0 0 0x0 4 4 55 0x0 20 20 85 0x0  13 0
210 75 3871 42 0 0 0x1 0 0 0 0x0 6 6 81 0x0 19 19 80 0x1  54 0
212 58 3880 34 0 0 0x1 0 0 0 0x0 6 6 97 0x1 21 21 84 0x0  54 0
214 63 3877 27 0 0 0x1 0 0 0 0x0 4 4 41 0x0 20 20 86 0x0  21 0
216 59 3880 44 0 0 0x1 0 0 0 0x0 6 6 86 0x0 19 19 79 0x0  63 0
218 209 3845 25 0 0 0x1 0 0 0 0x0 5 5 85 0x1 20 20 85 0x0  13 0
220 183 3852 43 0 0 0x1 0 0 0 0x0 5 5 55 0x0 7 7 27 0x1  10 0
222 116 3865 38 0 0 0x1 0 0 0 0x0 7 7 98 0x0 9 9 19 0x1  28 0
224 220 3848 23 0 0 0x1 0 0 0 0x0 3 3 41 0x0 8 8 16 0x0  79 0
226 82 3877 39 0 0 0x1 0 0 0 0x0 6 6 95 0x1 20 20 85 0x0  29 0
228 58 3880 12 0 0 0x1 0 0 0 0x0 7 7 85 0x0 20 20 86 0x0  13 0
230 63 3877 33 0 0 0x1 0 0 0 0x0 3 3 43 0x0 20 20 87 0x0  42 0
232 210 3850 25 0 0 0x1 0 0 0 0x0 5 5 68 0x0 21 21 90 0x1  13 0
234 225 3852 26 0 0 0x1 0 0 0 0x0 4 4 71 0x1 21 21 83 0x1  7 0
236 304 3825 36 0 0 0x1 0 0 0 0x0 1 1 8 0x1 21 21 87 0x0  108 0
238 62 3876 39 0 0 0x1 0 0 0 0x0 7 7 80 0x0 19 19 86 0x1  21 0
240 103 3865 35 0 0 0x1 0 0 0 0x0 3 3 43 0x0 13 13 51 0x0  17 0
242 196 3849 27 0 0 0x1 0 0 0 0x0 7 7 99 0x0 20 20 84 0x0  59 0
244 58 3878 36 0 0 0x1 0 0 0 0x0 6 6 86 0x0 20 20 84 0x0  33 0
246 148 3855 40 0 0 0x1 0 0 0 0x0 1 1 27 0x1 20 20 87 0x0  28 0
248 59 3877 32 0 0 0x1 0 0 0 0x0 7 7 79 0x0 20 20 85 0x0  44 0
250 147 3853 25 0 0 0x1 0 0 0 0x0 4 4 68 0x1 21 21 85 0x0  17 0
252 76 3877 27 0 0 0x1 0 0 0 0x0 4 4 41 0x0 19 19 80 0x0  12 1
254 59 3858 43 0 0 0x1 0 0 0 0x0 6 6 96 0x1 13 13 56 0x1  49 0
256 222 3841 36 0 0 0x1 0 0 0 0x0 3 3 27 0x0 8 8 18 0x1  31 0
258 63 3874 30 0 0 0x1 0 0 0 0x0 6 6 80 0x0 11 11 34 0x0  11 1
260 58 3875 21 0 0 0x1 0 0 0 0x0 6 6 100 0x1 20 19 85 0x0  77 1
262 73 3876 32 0 0 0x1 0 0 0 0x0 4 4 40 0x0 21 22 82 0x0  20 0
264 59 3877 42 0 0 0x1 0 0 0 0x0 7 7 100 0x0 20 20 86 0x0  17 1
266 148 3850 39 0 0 0x1 0 0 0 0x0 3 3 55 0x1 20 20 85 0x0  61 0
268 67 3874 25 0 0 0x1 0 0 0 0x0 4 4 52 0x1 20 20 79 0x0  21 1
270 145 3860 30 0 0 0x1 0 0 0 0x0 7 7 82 0x0 20 20 83 0x0  24 0
272 108 3863 36 0 0 0x1 0 0 0 0x0 3 3 41 0x0 19 19 81 0x0  82 1
274 59 3876 32 0 0 0x1 0 0 0 0x0 7 7 96 0x0 21 21 86 0x0  8 0
276 211 3850 20 0 0 0x1 0 0 0 0x0 4 4 69 0x1 21 20 91 0x0  29 0
278 58 3876 39 0 0 0x1 0 0 0 0x0 6 6 66 0x0 20 21 85 0x0  43 0
280 106 3868 35 0 0 0x1 0 0 0 0x0 6 6 86 0x0 21 21 84 0x0  28 0
282 58 3876 38 0 0 0x1 0 0 0 0x0 4 4 55 0x0 20 20 87 0x0  18 1
284 58 3876 33 0 0 0x1 0 0 0 0x0 6 6 86 0x0 20 20 85 0x0  42 0
286 159 3853 25 0 0 0x1 0 0 0 0x0 4 4 71 0x1 20 20 84 0x0  21 1
288 180 3843 43 0 0 0x1 0 0 0 0x0 5 5 49 0x0 10 10 35 0x1  13 0
290 151 3850 29 0 0 0x1 0 0 0 0x0 6 6 85 0x0 8 8 19 0x1  94 0
292 152 3852 38 0 0 0x1 0 0 0 0x0 3 3 57 0x1 14 14 54 0x1  15 0
294 59 3874 30 0 0 0x1 0 0 0 0x0 5 5 55 0x0 21 21 86 0x0  9 0
296 149 3852 15 0 0 0x1 0 0 0 0x0 4 4 70 0x1 19 19 79 0x0  33 0
298 91 3861 34 0 0 0x1 0 0 0 0x0 4 4 35 0x0 20 20 85 0x0  64 0
300 62 3875 28 0 0 0x1 0 0 0 0x0 5 5 70 0x0 20 20 85 0x0  24 1
302 197 3843 35 0 0 0x1 0 0 0 0x0 3 3 57 0x1 22 22 85 0x0  71 1
304 84 3872 35 0 0 0x1 0 0 0 0x0 6 6 67 0x0 20 20 88 0x0  52 1
306 65 3861 30 0 0 0x1 0 0 0 0x0 5 5 71 0x0 20 20 87 0x0  6 0
308 276 3844 39 0 0 0x1 0 0 0 0x0 3 3 35 0x0 21 21 85 0x0  48 0
310 63 3875 22 0 0 0x1 0 0 0 0x0 7 7 98 0x0 20 20 90 0x1  12 0
312 124 3856 33 0 0 0x1 0 0 0 0x0 5 5 85 0x1 21 21 85 0x0  46 0
314 58 3874 42 0 0 0x1 0 0 0 0x0 5 5 56 0x0 20 20 83 0x0  35 0
316 150 3853 41 0 0 0x1 0 0 0 0x0 4 4 57 0x0 20 20 86 0x0  13 0
318 86 3862 33 0 0 0x1 0 0 0 0x0 3 3 50 0x1 20 20 86 0x0  47 1
320 115 3862 32 0 0 0x1 0 0 0 0x0 7 7 83 0x0 20 20 83 0x1  19 0
322 188 3849 37 0 0 0x1 0 0 0 0x0 6 6 83 0x0 9 9 20 0x1  16 0
324 119 3857 37 0 0 0x1 0 0 0 0x0 4 4 49 0x0 8 8 17 0x0  65 0
326 146 3851 44 0 0 0x1 0 0 0 0x0 4 4 68 0x1 17 17 69 0x0  56 1
328 158 3850 28 0 0 0x1 0 0 0 0x0 5 5 65 0x1 20 20 84 0x0  12 1
330 209 3846 34 0 0 0x1 0 0 0 0x0 5 5 54 0x0 20 20 90 0x1  53 0
332 79 3868 32 0 0 0x1 0 0 0 0x0 6 6 98 0x1 22 22 86 0x0  93 0
334 152 3852 33 0 0 0x1 0 0 0 0x0 4 4 42 0x0 20 20 86 0x0  67 1
336 169 3849 32 0 0 0x1 0 0 0 0x0 4 4 70 0x1 20 20 85 0x0  9 0
338 81 3863 27 0 0 0x1 0 0 0 0x0 7 7 82 0x0 21 21 84 0x0  41 0
340 58 3873 23 0 0 0x1 0 0 0 0x0 3 3 39 0x0 20 20 86 0x0  107 0
342 154 3856 44 0 0 0x1 0 0 0 0x0 7 7 96 0x0 20 20 86 0x0  51 0
344 250 3847 26 0 0 0x1 0 0 0 0x0 4 4 69 0x1 20 20 83 0x0  15 0
346 147 3850 35 0 0 0x1 0 0 0 0x0 3 3 41 0x1 20 20 87 0x0  42 0
348 57 3875 28 0 0 0x1 0 0 0 0x0 7 7 79 0x0 20 20 86 0x0  5 0
350 69 3869 33 0 0 0x1 0 0 0 0x0 3 3 43 0x0 21 21 85 0x0  24 0
352 242 3855 39 0 0 0x1 0 0 0 0x0 7 7 99 0x0 20 20 92 0x1  54 1
354 108 3862 33 0 0 0x1 0 0 0 0x0 6 6 85 0x0 15 15 63 0x1  13 0
356 211 3825 30 0 0 0x1 0 0 0 0x0 1 1 25 0x1 7 7 20 0x1  14 0
358 106 3861 28 0 0 0x1 0 0 0 0x0 7 7 82 0x0 10 10 22 0x0  43 0
360 253 3824 42 0 0 0x1 0 0 0 0x0 4 4 68 0x1 20 20 87 0x0  50 0
362 59 3873 33 0 0 0x1 0 0 0 0x0 6 6 70 0x0 21 21 86 0x0  39 0
364 78 3869 27 0 0 0x1 0 0 0 0x0 6 6 85 0x0 20 20 86 0x0  68 1
366 58 3872 33 0 0 0x1 0 0 0 0x0 3 3 53 0x1 21 21 84 0x0  25 0
368 115 3867 25 0 0 0x1 0 0 0 0x0 3 3 26 0x0 21 21 84 0x0  23 0
370 253 3822 36 0 0 0x1 0 0 0 0x0 3 3 56 0x1 20 20 86 0x0  59 0
372 118 3864 31 0 0 0x1 0 0 0 0x0 5 5 41 0x0 20 20 85 0x0  43 0
374 125 3857 20 0 0 0x1 0 0 0 0x0 6 6 96 0x1 20 20 91 0x1  18 0
376 163 3843 48 0 0 0x1 0 0 0 0x0 4 4 41 0x0 16 16 63 0x0  48 0
378 74 3866 37 0 0 0x1 0 0 0 0x0 6 6 82 0x0 19 19 81 0x1  28 0
380 57 3873 36 0 0 0x1 0 0 0 0x0 7 7 97 0x0 15 15 55 0x0  13 0
382 107 3863 48 0 0 0x1 0 0 0 0x0 3 3 41 0x0 19 19 77 0x0  46 0
384 111 3871 34 0 0 0x1 0 0 0 0x0 7 7 100 0x0 17 17 70 0x0  30 0
386 147 3849 33 0 0 0x1 0 0 0 0x0 4 4 72 0x1 20 20 85 0x0  8 0
388 284 3838 34 0 0 0x1 0 0 0 0x0 3 3 26 0x0 13 13 47 0x1  56 0
390 211 3834 27 0 0 0x1 0 0 0 0x0 5 5 84 0x1 8 8 20 0x1  12 1
392 133 3847 47 0 0 0x1 0 0 0 0x0 3 3 23 0x0 11 11 35 0x0  31 0
394 102 3863 38 0 0 0x1 0 0 0 0x0 7 7 96 0x0 20 20 87 0x1  105 0
396 58 3869 41 0 0 0x1 0 0 0 0x0 4 4 47 0x0 21 21 84 0x0  22 1
398 58 3871 32 0 0 0x1 0 0 0 0x0 4 4 53 0x0 19 19 80 0x0  19 0
400 139 3860 38 0 0 0x1 0 0 0 0x0 4 4 54 0x0 20 20 85 0x0  67 0
402 151 3840 38 0 0 0x1 0 0 0 0x0 4 4 69 0x1 22 22 85 0x0  11 0
404 105 3863 27 0 0 0x1 0 0 0 0x0 6 6 67 0x0 20 20 87 0x0  18 0
406 141 3855 31 0 0 0x1 0 0 0 0x0 4 4 57 0x0 20 20 87 0x0  50 0
408 108 3867 20 0 0 0x1 0 0 0 0x0 4 4 53 0x0 21 21 86 0x0  20 1
410 60 3872 45 0 0 0x1 0 0 0 0x0 6 6 86 0x0 20 20 86 0x0  15 0
412 59 3871 37 0 0 0x1 0 0 0 0x0 6 6 99 0x1 20 20 86 0x0  46 1
414 239 3829 34 0 0 0x1 0 0 0 0x0 4 4 41 0x0 20 20 86 0x0  35 1
416 163 3850 32 0 0 0x1 0 0 0 0x0 4 4 59 0x1 20 20 90 0x1  8 1
418 156 3839 35 0 0 0x1 0 0 0 0x0 4 4 57 0x1 21 21 87 0x0  52 0
420 59 3872 41 0 0 0x1 0 0 0 0x0 6 6 69 0x0 21 21 86 0x0  14 0
422 160 3851 35 0 0 0x1 0 0 0 0x0 7 7 100 0x0 8 8 29 0x1  48 0
424 113 3853 30 0 0 0x1 0 0 0 0x0 3 3 41 0x0 8 8 16 0x0  45 0
426 78 3852 28 0 0 0x1 0 0 0 0x0 5 5 67 0x0 15 15 60 0x0  15 1
428 58 3871 29 0 0 0x1 0 0 0 0x0 5 5 83 0x1 20 20 85 0x0  18 0
430 61 3870 27 0 0 0x1 0 0 0 0x0 4 4 56 0x1 20 20 90 0x0  75 1
432 200 3851 27 0 0 0x1 0 0 0 0x0 7 7 86 0x0 21 21 85 0x1  53 0
434 155 3844 28 0 0 0x1 0 0 0 0x0 3 3 57 0x1 20 20 87 0x1  7 0
436 168 3846 27 0 0 0x1 0 0 0 0x0 5 5 52 0x0 23 23 84 0x0  13 0
438 58 3870 36 0 0 0x1 0 0 0 0x0 6 6 82 0x0 18 18 73 0x0  58 0
440 58 3870 44 0 0 0x1 0 0 0 0x0 4 4 55 0x0 20 20 86 0x0  17 0
442 138 3854 30 0 0 0x1 0 0 0 0x0 6 6 83 0x0 20 20 85 0x0  16 0
444 213 3838 32 0 0 0x1 0 0 0 0x0 5 5 85 0x1 20 20 84 0x0  51 0
446 153 3841 30 0 0 0x1 0 0 0 0x0 3 3 26 0x0 20 20 85 0x0  7 0
448 106 3862 27 0 0 0x1 0 0 0 0x0 6 6 96 0x1 21 21 86 0x0  22 0
450 71 3856 36 0 0 0x1 0 0 0 0x0 4 4 42 0x0 20 20 87 0x0  51 0
452 60 3871 28 0 0 0x1 0 0 0 0x0 6 6 78 0x0 20 20 91 0x1  43 0
454 107 3855 34 0 0 0x1 0 0 0 0x0 7 7 96 0x0 18 18 74 0x1  29 0
456 116 3852 34 0 0 0x1 0 0 0 0x0 1 1 13 0x0 9 9 19 0x1  45 1
458 163 3840 30 0 0 0x1 0 0 0 0x0 7 7 91 0x0 9 9 19 0x1  33 1
460 264 3826 36 0 0 0x1 0 0 0 0x0 4 4 69 0x1 20 20 76 0x0  46 0
462 58 3868 31 0 0 0x1 0 0 0 0x0 6 6 68 0x0 20 20 86 0x0  48 0
464 89 3864 22 0 0 0x1 0 0 0 0x0 6 6 86 0x0 20 20 87 0x0  37 0
466 58 3865 31 0 0 0x1 0 0 0 0x0 3 3 53 0x0 21 20 90 0x1  13 0
468 98 3863 22 0 0 0x1 0 0 0 0x0 7 7 86 0x0 21 21 86 0x1  62 0
470 110 3862 29 0 0 0x1 0 0 0 0x0 6 6 86 0x0 21 21 87 0x0  14 0
472 124 3858 24 0 0 0x1 0 0 0 0x0 4 4 52 0x0 20 20 87 0x0  20 0
474 59 3870 39 0 0 0x1 0 0 0 0x0 6 6 83 0x0 20 20 85 0x0  59 1
476 196 3843 31 0 0 0x1 0 0 0 0x0 3 3 55 0x1 20 20 84 0x0  12 1
478 133 3852 25 0 0 0x1 0 0 0 0x0 7 7 72 0x0 21 21 85 0x0  21 1
480 58 3868 34 0 0 0x1 0 0 0 0x0 6 6 96 0x1 20 20 86 0x0  39 0
482 78 3865 18 0 0 0x1 0 0 0 0x0 5 5 40 0x0 20 20 85 0x0  52 0
484 66 3866 17 0 0 0x1 0 0 0 0x0 6 6 82 0x0 20 20 88 0x1  26 1
486 152 3846 31 0 0 0x1 0 0 0 0x0 3 3 55 0x1 20 20 87 0x1  44 1
488 126 3858 34 0 0 0x1 0 0 0 0x0 6 6 66 0x0 14 14 55 0x1  13 0
490 117 3857 31 0 0 0x1 0 0 0 0x0 7 7 99 0x0 8 8 17 0x1  7 0
492 154 3853 28 0 0 0x1 0 0 0 0x0 3 3 39 0x0 11 11 32 0x0  133 1
494 176 3849 46 0 0 0x1 0 0 0 0x0 6 6 100 0x1 20 20 86 0x0  29 0
496 73 3867 18 0 0 0x1 0 0 0 0x0 4 4 51 0x1 21 21 84 0x0  29 1
498 59 3863 33 0 0 0x1 0 0 0 0x0 3 3 9 0x0 20 20 84 0x0  44 1
500 59 3869 35 0 0 0x1 0 0 0 0x0 7 7 95 0x0 20 20 86 0x0  8 0
502 200 3841 38 0 0 0x1 0 0 0 0x0 3 3 56 0x1 20 20 84 0x0  35 1
504 58 3870 35 0 0 0x1 0 0 0 0x0 7 7 83 0x0 20 20 85 0x0  24 0
506 57 3868 32 0 0 0x1 0 0 0 0x0 6 6 86 0x0 21 21 85 0x0  35 0
508 59 3869 26 0 0 0x1 0 0 0 0x0 3 3 54 0x1 20 20 85 0x0  19 1
510 58 3869 29 0 0 0x1 0 0 0 0x0 7 7 85 0x0 20 20 89 0x1  40 0
512 165 3848 42 0 0 0x1 0 0 0 0x0 5 5 83 0x1 21 21 84 0x0  66 0
514 81 3860 32 0 0 0x1 0 0 0 0x0 5 5 54 0x0 20 20 84 0x0  12 0
516 58 3868 24 0 0 0x1 0 0 0 0x0 6 6 84 0x0 20 20 87 0x0  65 1
518 166 3844 33 0 0 0x1 0 0 0 0x0 4 4 57 0x0 21 21 84 0x0  15 0
520 58 3868 28 0 0 0x1 0 0 0 0x0 6 6 85 0x0 20 20 86 0x0  18 0
522 59 3866 40 0 0 0x1 0 0 0 0x0 6 6 100 0x1 13 13 44 0x1  91 0
524 109 3855 24 0 0 0x1 0 0 0 0x0 4 4 39 0x0 8 8 16 0x0  6 0
526 131 3858 29 0 0 0x1 0 0 0 0x0 6 6 86 0x0 13 13 48 0x0  40 0
528 150 3832 36 0 0 0x1 0 0 0 0x0 5 5 85 0x1 20 20 90 0x1  50 0
530 160 3855 28 0 0 0x1 0 0 0 0x0 3 3 25 0x0 21 21 85 0x0  15 0
532 58 3868 30 0 0 0x1 0 0 0 0x0 7 7 100 0x0 20 20 86 0x0  10 0
534 240 3824 31 0 0 0x1 0 0 0 0x0 2 2 42 0x1 20 20 87 0x0  10 1
